date,stock_symbol,symbol,closing_price
26/10/2017,GG,GG,21.000011
27/10/2017,GG,GG,20.477968
30/10/2017,GG,GG,20.10367
31/10/2017,GG,GG,19.857422
1/11/2017,GG,GG,19.719524
2/11/2017,GG,GG,19.640724
3/11/2017,GG,GG,19.837723
6/11/2017,GG,GG,19.827871
7/11/2017,GG,GG,19.906672
8/11/2017,GG,GG,19.818024
9/11/2017,GG,GG,19.689974
10/11/2017,GG,GG,20.18247
13/11/2017,GG,GG,18.734533
14/11/2017,GG,GG,17.631342
15/11/2017,GG,GG,17.985939
16/11/2017,GG,GG,17.976089
17/11/2017,GG,GG,17.936689
20/11/2017,GG,GG,17.710142
21/11/2017,GG,GG,17.562393
22/11/2017,GG,GG,17.877588
24/11/2017,GG,GG,17.916992
27/11/2017,GG,GG,17.848042
28/11/2017,GG,GG,18.133688
29/11/2017,GG,GG,18.202637
30/11/2017,GG,GG,18.01549
1/12/2017,GG,GG,17.611641
4/12/2017,GG,GG,17.680593
5/12/2017,GG,GG,17.493444
6/12/2017,GG,GG,17.394945
7/12/2017,GG,GG,17.444193
8/12/2017,GG,GG,17.444193
11/12/2017,GG,GG,17.385094
12/12/2017,GG,GG,17.641191
13/12/2017,GG,GG,17.493444
14/12/2017,GG,GG,17.375244
15/12/2017,GG,GG,17.552544
18/12/2017,GG,GG,17.493444
19/12/2017,GG,GG,17.325996
20/12/2017,GG,GG,17.188097
21/12/2017,GG,GG,17.207796
22/12/2017,GG,GG,17.237345
26/12/2017,GG,GG,17.286936
27/12/2017,GG,GG,17.237345
28/12/2017,GG,GG,17.21751
29/12/2017,GG,GG,17.306772
2/1/2018,GG,GG,17.83242
3/1/2018,GG,GG,18.001026
4/1/2018,GG,GG,18.377909
5/1/2018,GG,GG,18.387827
8/1/2018,GG,GG,18.129959
9/1/2018,GG,GG,18.407661
10/1/2018,GG,GG,18.774624
11/1/2018,GG,GG,18.863886
12/1/2018,GG,GG,18.60602
16/1/2018,GG,GG,18.060534
17/1/2018,GG,GG,17.207594
18/1/2018,GG,GG,16.632353
19/1/2018,GG,GG,16.126539
22/1/2018,GG,GG,16.037277
23/1/2018,GG,GG,16.751368
24/1/2018,GG,GG,16.305063
25/1/2018,GG,GG,16.047195
26/1/2018,GG,GG,15.997605
29/1/2018,GG,GG,16.146376
30/1/2018,GG,GG,15.819083
31/1/2018,GG,GG,16.037277
1/2/2018,GG,GG,15.88851
2/2/2018,GG,GG,15.511628
5/2/2018,GG,GG,14.78762
6/2/2018,GG,GG,15.144666
7/2/2018,GG,GG,15.124829
8/2/2018,GG,GG,14.331395
9/2/2018,GG,GG,14.817373
12/2/2018,GG,GG,14.698359
13/2/2018,GG,GG,14.54959
14/2/2018,GG,GG,14.777701
15/2/2018,GG,GG,14.728113
16/2/2018,GG,GG,14.926471
20/2/2018,GG,GG,14.619015
21/2/2018,GG,GG,14.371067
22/2/2018,GG,GG,14.5
23/2/2018,GG,GG,14.49
26/2/2018,GG,GG,14.65
27/2/2018,GG,GG,14.5
28/2/2018,GG,GG,14.11
1/3/2018,GG,GG,14.02
2/3/2018,GG,GG,14.12
5/3/2018,GG,GG,14.42
6/3/2018,GG,GG,14.64
7/3/2018,GG,GG,14.51
8/3/2018,GG,GG,14.52
9/3/2018,GG,GG,14.94
12/3/2018,GG,GG,15.1
13/3/2018,GG,GG,14.43
14/3/2018,GG,GG,14.27
15/3/2018,GG,GG,14.36
16/3/2018,GG,GG,14.31
19/3/2018,GG,GG,14.07
20/3/2018,GG,GG,13.64
21/3/2018,GG,GG,13.88
22/3/2018,GG,GG,13.35
23/3/2018,GG,GG,13.07
26/3/2018,GG,GG,12.89
27/3/2018,GG,GG,13.44
28/3/2018,GG,GG,13.68
29/3/2018,GG,GG,13.48
2/4/2018,GG,GG,13.12
3/4/2018,GG,GG,13.13
4/4/2018,GG,GG,13.28
5/4/2018,GG,GG,13.43
6/4/2018,GG,GG,13.06
9/4/2018,GG,GG,12.83
10/4/2018,GG,GG,13.05
11/4/2018,GG,GG,12.97
19/9/2014,DDD,DDD,3.81
22/9/2014,DDD,DDD,3.76
23/9/2014,DDD,DDD,3.69
24/9/2014,DDD,DDD,3.7
25/9/2014,DDD,DDD,3.63
26/9/2014,DDD,DDD,3.6
29/9/2014,DDD,DDD,3.55
30/9/2014,DDD,DDD,3.41
1/10/2014,DDD,DDD,3.35
2/10/2014,DDD,DDD,3.39
3/10/2014,DDD,DDD,3.4
6/10/2014,DDD,DDD,3.36
7/10/2014,DDD,DDD,3.28
8/10/2014,DDD,DDD,3.28
9/10/2014,DDD,DDD,2.95
10/10/2014,DDD,DDD,2.72
13/10/2014,DDD,DDD,2.74
14/10/2014,DDD,DDD,2.62
15/10/2014,DDD,DDD,2.61
16/10/2014,DDD,DDD,2.64
17/10/2014,DDD,DDD,2.72
20/10/2014,DDD,DDD,2.67
21/10/2014,DDD,DDD,2.77
22/10/2014,DDD,DDD,2.64
23/10/2014,DDD,DDD,2.69
24/10/2014,DDD,DDD,2.68
27/10/2014,DDD,DDD,2.66
28/10/2014,DDD,DDD,2.72
29/10/2014,DDD,DDD,2.77
30/10/2014,DDD,DDD,2.75
31/10/2014,DDD,DDD,2.8
3/11/2014,DDD,DDD,2.87
4/11/2014,DDD,DDD,2.83
5/11/2014,DDD,DDD,2.8
6/11/2014,DDD,DDD,2.76
7/11/2014,DDD,DDD,2.78
10/11/2014,DDD,DDD,2.76
11/11/2014,DDD,DDD,2.73
12/11/2014,DDD,DDD,2.71
13/11/2014,DDD,DDD,2.66
14/11/2014,DDD,DDD,2.61
17/11/2014,DDD,DDD,2.67
18/11/2014,DDD,DDD,2.65
19/11/2014,DDD,DDD,2.63
20/11/2014,DDD,DDD,2.69
21/11/2014,DDD,DDD,2.77
24/11/2014,DDD,DDD,2.83
25/11/2014,DDD,DDD,2.83
26/11/2014,DDD,DDD,2.84
28/11/2014,DDD,DDD,2.79
1/12/2014,DDD,DDD,2.67
2/12/2014,DDD,DDD,2.68
3/12/2014,DDD,DDD,2.74
4/12/2014,DDD,DDD,2.69
5/12/2014,DDD,DDD,2.66
8/12/2014,DDD,DDD,2.58
9/12/2014,DDD,DDD,2.59
10/12/2014,DDD,DDD,2.48
11/12/2014,DDD,DDD,2.49
12/12/2014,DDD,DDD,2.52
15/12/2014,DDD,DDD,2.47
16/12/2014,DDD,DDD,2.5
17/12/2014,DDD,DDD,2.55
18/12/2014,DDD,DDD,2.55
19/12/2014,DDD,DDD,2.57
22/12/2014,DDD,DDD,2.66
23/12/2014,DDD,DDD,2.67
24/12/2014,DDD,DDD,2.65
26/12/2014,DDD,DDD,2.65
29/12/2014,DDD,DDD,2.66
30/12/2014,DDD,DDD,2.63
31/12/2014,DDD,DDD,2.67
2/1/2015,DDD,DDD,2.67
5/1/2015,DDD,DDD,2.66
6/1/2015,DDD,DDD,2.63
7/1/2015,DDD,DDD,2.58
8/1/2015,DDD,DDD,2.61
9/1/2015,DDD,DDD,2.63
12/1/2015,DDD,DDD,2.63
13/1/2015,DDD,DDD,2.66
14/1/2015,DDD,DDD,2.63
15/1/2015,DDD,DDD,2.52
16/1/2015,DDD,DDD,2.39
20/1/2015,DDD,DDD,2.24
21/1/2015,DDD,DDD,2.45
22/1/2015,DDD,DDD,2.47
23/1/2015,DDD,DDD,2.45
26/1/2015,DDD,DDD,2.61
27/1/2015,DDD,DDD,2.7
28/1/2015,DDD,DDD,2.63
29/1/2015,DDD,DDD,2.61
30/1/2015,DDD,DDD,2.57
2/2/2015,DDD,DDD,2.67
3/2/2015,DDD,DDD,2.76
4/2/2015,DDD,DDD,2.85
5/2/2015,DDD,DDD,3.31
6/2/2015,DDD,DDD,3.03
9/2/2015,DDD,DDD,3.04
10/2/2015,DDD,DDD,3.04
11/2/2015,DDD,DDD,3.07
12/2/2015,DDD,DDD,3.12
13/2/2015,DDD,DDD,3.15
17/2/2015,DDD,DDD,3.11
18/2/2015,DDD,DDD,3.08
19/2/2015,DDD,DDD,3.06
20/2/2015,DDD,DDD,3.06
23/2/2015,DDD,DDD,3.06
24/2/2015,DDD,DDD,3.11
25/2/2015,DDD,DDD,3.1
26/2/2015,DDD,DDD,3.08
27/2/2015,DDD,DDD,3.11
2/3/2015,DDD,DDD,3.21
3/3/2015,DDD,DDD,3.14
4/3/2015,DDD,DDD,3.05
5/3/2015,DDD,DDD,2.98
6/3/2015,DDD,DDD,2.92
9/3/2015,DDD,DDD,2.93
10/3/2015,DDD,DDD,2.92
11/3/2015,DDD,DDD,2.84
12/3/2015,DDD,DDD,2.76
13/3/2015,DDD,DDD,2.75
16/3/2015,DDD,DDD,2.76
17/3/2015,DDD,DDD,2.77
18/3/2015,DDD,DDD,2.75
19/3/2015,DDD,DDD,2.74
20/3/2015,DDD,DDD,2.8
23/3/2015,DDD,DDD,2.84
24/3/2015,DDD,DDD,2.79
25/3/2015,DDD,DDD,2.63
26/3/2015,DDD,DDD,2.65
27/3/2015,DDD,DDD,2.72
30/3/2015,DDD,DDD,2.7
31/3/2015,DDD,DDD,2.68
1/4/2015,DDD,DDD,2.69
2/4/2015,DDD,DDD,2.69
6/4/2015,DDD,DDD,2.7
7/4/2015,DDD,DDD,2.7
8/4/2015,DDD,DDD,2.71
9/4/2015,DDD,DDD,2.72
10/4/2015,DDD,DDD,2.76
13/4/2015,DDD,DDD,2.78
14/4/2015,DDD,DDD,2.67
15/4/2015,DDD,DDD,2.7
16/4/2015,DDD,DDD,2.87
17/4/2015,DDD,DDD,2.58
20/4/2015,DDD,DDD,2.49
21/4/2015,DDD,DDD,2.35
22/4/2015,DDD,DDD,2.28
23/4/2015,DDD,DDD,2.33
24/4/2015,DDD,DDD,2.3
27/4/2015,DDD,DDD,2.34
28/4/2015,DDD,DDD,2.31
29/4/2015,DDD,DDD,2.28
30/4/2015,DDD,DDD,2.26
1/5/2015,DDD,DDD,2.31
4/5/2015,DDD,DDD,2.31
5/5/2015,DDD,DDD,2.28
6/5/2015,DDD,DDD,2.29
7/5/2015,DDD,DDD,2.32
8/5/2015,DDD,DDD,2.31
11/5/2015,DDD,DDD,2.32
12/5/2015,DDD,DDD,2.35
13/5/2015,DDD,DDD,2.37
14/5/2015,DDD,DDD,2.33
15/5/2015,DDD,DDD,2.32
18/5/2015,DDD,DDD,2.35
19/5/2015,DDD,DDD,2.28
20/5/2015,DDD,DDD,2.32
21/5/2015,DDD,DDD,2.28
22/5/2015,DDD,DDD,2.28
26/5/2015,DDD,DDD,2.22
27/5/2015,DDD,DDD,2.28
28/5/2015,DDD,DDD,2.27
29/5/2015,DDD,DDD,2.28
1/6/2015,DDD,DDD,2.25
2/6/2015,DDD,DDD,2.3
3/6/2015,DDD,DDD,2.28
4/6/2015,DDD,DDD,2.33
5/6/2015,DDD,DDD,2.33
8/6/2015,DDD,DDD,2.31
9/6/2015,DDD,DDD,2.29
10/6/2015,DDD,DDD,2.32
11/6/2015,DDD,DDD,2.32
12/6/2015,DDD,DDD,2.31
15/6/2015,DDD,DDD,2.32
16/6/2015,DDD,DDD,2.35
17/6/2015,DDD,DDD,2.47
18/6/2015,DDD,DDD,2.52
19/6/2015,DDD,DDD,2.58
22/6/2015,DDD,DDD,2.62
23/6/2015,DDD,DDD,2.61
24/6/2015,DDD,DDD,2.62
25/6/2015,DDD,DDD,2.58
26/6/2015,DDD,DDD,2.47
29/6/2015,DDD,DDD,2.34
30/6/2015,DDD,DDD,2.4
1/7/2015,DDD,DDD,2.42
2/7/2015,DDD,DDD,2.53
6/7/2015,DDD,DDD,2.47
7/7/2015,DDD,DDD,2.09
8/7/2015,DDD,DDD,2.01
9/7/2015,DDD,DDD,1.98
10/7/2015,DDD,DDD,1.96
13/7/2015,DDD,DDD,1.96
14/7/2015,DDD,DDD,2.05
15/7/2015,DDD,DDD,1.96
16/7/2015,DDD,DDD,1.87
17/7/2015,DDD,DDD,1.79
20/7/2015,DDD,DDD,1.8
21/7/2015,DDD,DDD,1.8
22/7/2015,DDD,DDD,1.79
23/7/2015,DDD,DDD,1.76
24/7/2015,DDD,DDD,1.67
27/7/2015,DDD,DDD,1.62
28/7/2015,DDD,DDD,1.77
29/7/2015,DDD,DDD,1.96
30/7/2015,DDD,DDD,1.93
31/7/2015,DDD,DDD,1.93
3/8/2015,DDD,DDD,2.2
4/8/2015,DDD,DDD,2.13
5/8/2015,DDD,DDD,2.16
6/8/2015,DDD,DDD,2.11
7/8/2015,DDD,DDD,2.09
10/8/2015,DDD,DDD,1.93
11/8/2015,DDD,DDD,1.9
12/8/2015,DDD,DDD,1.9
13/8/2015,DDD,DDD,1.79
14/8/2015,DDD,DDD,1.84
17/8/2015,DDD,DDD,1.8
18/8/2015,DDD,DDD,1.8
19/8/2015,DDD,DDD,1.8
20/8/2015,DDD,DDD,1.7
21/8/2015,DDD,DDD,1.78
24/8/2015,DDD,DDD,1.75
25/8/2015,DDD,DDD,1.66
26/8/2015,DDD,DDD,1.72
27/8/2015,DDD,DDD,1.78
28/8/2015,DDD,DDD,1.85
31/8/2015,DDD,DDD,1.81
1/9/2015,DDD,DDD,1.71
2/9/2015,DDD,DDD,1.77
3/9/2015,DDD,DDD,1.79
4/9/2015,DDD,DDD,1.82
8/9/2015,DDD,DDD,1.88
9/9/2015,DDD,DDD,1.85
10/9/2015,DDD,DDD,1.84
11/9/2015,DDD,DDD,2.01
14/9/2015,DDD,DDD,1.82
15/9/2015,DDD,DDD,1.86
16/9/2015,DDD,DDD,1.89
17/9/2015,DDD,DDD,1.89
18/9/2015,DDD,DDD,1.87
21/9/2015,DDD,DDD,1.81
22/9/2015,DDD,DDD,1.73
23/9/2015,DDD,DDD,1.7
24/9/2015,DDD,DDD,1.72
25/9/2015,DDD,DDD,1.71
28/9/2015,DDD,DDD,1.66
29/9/2015,DDD,DDD,1.67
30/9/2015,DDD,DDD,1.72
1/10/2015,DDD,DDD,1.74
2/10/2015,DDD,DDD,1.83
5/10/2015,DDD,DDD,1.8
6/10/2015,DDD,DDD,1.83
7/10/2015,DDD,DDD,1.86
8/10/2015,DDD,DDD,1.93
9/10/2015,DDD,DDD,1.96
12/10/2015,DDD,DDD,1.87
13/10/2015,DDD,DDD,1.92
14/10/2015,DDD,DDD,1.95
15/10/2015,DDD,DDD,1.97
16/10/2015,DDD,DDD,1.94
19/10/2015,DDD,DDD,2.01
20/10/2015,DDD,DDD,2.02
21/10/2015,DDD,DDD,2.1
22/10/2015,DDD,DDD,2.14
23/10/2015,DDD,DDD,2.21
26/10/2015,DDD,DDD,2.15
27/10/2015,DDD,DDD,2.15
28/10/2015,DDD,DDD,2.18
29/10/2015,DDD,DDD,2.13
30/10/2015,DDD,DDD,2.12
2/11/2015,DDD,DDD,2.19
3/11/2015,DDD,DDD,2.28
4/11/2015,DDD,DDD,2.2
5/11/2015,DDD,DDD,2.2
6/11/2015,DDD,DDD,2.15
9/11/2015,DDD,DDD,2.11
10/11/2015,DDD,DDD,2.02
11/11/2015,DDD,DDD,2.07
12/11/2015,DDD,DDD,2
13/11/2015,DDD,DDD,1.99
16/11/2015,DDD,DDD,1.99
17/11/2015,DDD,DDD,1.98
18/11/2015,DDD,DDD,2.12
19/11/2015,DDD,DDD,2.14
20/11/2015,DDD,DDD,2.22
23/11/2015,DDD,DDD,2.22
24/11/2015,DDD,DDD,2.34
25/11/2015,DDD,DDD,2.38
27/11/2015,DDD,DDD,2.33
30/11/2015,DDD,DDD,2.36
1/12/2015,DDD,DDD,2.34
2/12/2015,DDD,DDD,2.27
3/12/2015,DDD,DDD,2.23
4/12/2015,DDD,DDD,2.28
7/12/2015,DDD,DDD,2.36
8/12/2015,DDD,DDD,2.39
9/12/2015,DDD,DDD,2.35
10/12/2015,DDD,DDD,2.45
11/12/2015,DDD,DDD,2.36
14/12/2015,DDD,DDD,2.34
15/12/2015,DDD,DDD,2.36
16/12/2015,DDD,DDD,2.54
17/12/2015,DDD,DDD,2.56
18/12/2015,DDD,DDD,2.45
21/12/2015,DDD,DDD,2.53
22/12/2015,DDD,DDD,2.77
23/12/2015,DDD,DDD,2.83
24/12/2015,DDD,DDD,2.92
28/12/2015,DDD,DDD,3
29/12/2015,DDD,DDD,3
30/12/2015,DDD,DDD,2.98
31/12/2015,DDD,DDD,2.87
4/1/2016,DDD,DDD,2.77
5/1/2016,DDD,DDD,2.75
6/1/2016,DDD,DDD,2.51
7/1/2016,DDD,DDD,2.28
8/1/2016,DDD,DDD,2.14
11/1/2016,DDD,DDD,2.34
12/1/2016,DDD,DDD,2.39
13/1/2016,DDD,DDD,2.25
14/1/2016,DDD,DDD,2.21
15/1/2016,DDD,DDD,2.03
19/1/2016,DDD,DDD,1.95
20/1/2016,DDD,DDD,1.8
21/1/2016,DDD,DDD,2.09
22/1/2016,DDD,DDD,2.02
25/1/2016,DDD,DDD,2.12
26/1/2016,DDD,DDD,2.07
27/1/2016,DDD,DDD,2.13
28/1/2016,DDD,DDD,2.08
29/1/2016,DDD,DDD,2.2
1/2/2016,DDD,DDD,2.14
2/2/2016,DDD,DDD,1.99
3/2/2016,DDD,DDD,2.07
4/2/2016,DDD,DDD,2.09
5/2/2016,DDD,DDD,1.98
8/2/2016,DDD,DDD,1.93
9/2/2016,DDD,DDD,1.9
10/2/2016,DDD,DDD,1.84
11/2/2016,DDD,DDD,1.86
12/2/2016,DDD,DDD,1.83
16/2/2016,DDD,DDD,1.83
17/2/2016,DDD,DDD,1.9
18/2/2016,DDD,DDD,1.91
19/2/2016,DDD,DDD,1.91
22/2/2016,DDD,DDD,2.01
23/2/2016,DDD,DDD,1.97
24/2/2016,DDD,DDD,2.02
25/2/2016,DDD,DDD,2.03
26/2/2016,DDD,DDD,2.07
29/2/2016,DDD,DDD,2.14
1/3/2016,DDD,DDD,2.18
2/3/2016,DDD,DDD,2.32
3/3/2016,DDD,DDD,2.46
4/3/2016,DDD,DDD,2.37
7/3/2016,DDD,DDD,2.47
8/3/2016,DDD,DDD,2.3
9/3/2016,DDD,DDD,2.26
10/3/2016,DDD,DDD,2.26
11/3/2016,DDD,DDD,2.52
14/3/2016,DDD,DDD,2.72
15/3/2016,DDD,DDD,2.49
16/3/2016,DDD,DDD,2.63
17/3/2016,DDD,DDD,2.8
18/3/2016,DDD,DDD,2.93
21/3/2016,DDD,DDD,2.8
22/3/2016,DDD,DDD,2.79
23/3/2016,DDD,DDD,2.68
24/3/2016,DDD,DDD,2.79
28/3/2016,DDD,DDD,2.78
29/3/2016,DDD,DDD,2.86
30/3/2016,DDD,DDD,2.86
31/3/2016,DDD,DDD,2.85
1/4/2016,DDD,DDD,2.83
4/4/2016,DDD,DDD,2.83
5/4/2016,DDD,DDD,2.76
6/4/2016,DDD,DDD,2.8
7/4/2016,DDD,DDD,2.64
8/4/2016,DDD,DDD,2.74
11/4/2016,DDD,DDD,2.76
12/4/2016,DDD,DDD,2.81
13/4/2016,DDD,DDD,2.8
14/4/2016,DDD,DDD,2.72
15/4/2016,DDD,DDD,2.7
18/4/2016,DDD,DDD,2.76
19/4/2016,DDD,DDD,2.62
20/4/2016,DDD,DDD,2.7
21/4/2016,DDD,DDD,2.62
22/4/2016,DDD,DDD,3.99
25/4/2016,DDD,DDD,3.45
26/4/2016,DDD,DDD,3.66
27/4/2016,DDD,DDD,3.73
28/4/2016,DDD,DDD,3.61
29/4/2016,DDD,DDD,3.55
2/5/2016,DDD,DDD,3.74
3/5/2016,DDD,DDD,3.6
4/5/2016,DDD,DDD,3.6
5/5/2016,DDD,DDD,3.66
6/5/2016,DDD,DDD,3.68
9/5/2016,DDD,DDD,3.65
10/5/2016,DDD,DDD,3.64
11/5/2016,DDD,DDD,3.65
12/5/2016,DDD,DDD,3.59
13/5/2016,DDD,DDD,3.67
16/5/2016,DDD,DDD,3.79
17/5/2016,DDD,DDD,3.79
18/5/2016,DDD,DDD,3.84
19/5/2016,DDD,DDD,3.77
20/5/2016,DDD,DDD,3.87
23/5/2016,DDD,DDD,4.04
24/5/2016,DDD,DDD,4.2
25/5/2016,DDD,DDD,4.18
26/5/2016,DDD,DDD,4.35
27/5/2016,DDD,DDD,4.6
31/5/2016,DDD,DDD,4.57
1/6/2016,DDD,DDD,4.43
2/6/2016,DDD,DDD,4.24
3/6/2016,DDD,DDD,4.16
6/6/2016,DDD,DDD,4.47
7/6/2016,DDD,DDD,4.51
8/6/2016,DDD,DDD,4.46
9/6/2016,DDD,DDD,4.52
10/6/2016,DDD,DDD,4.32
13/6/2016,DDD,DDD,4.4
14/6/2016,DDD,DDD,4.39
15/6/2016,DDD,DDD,4.42
16/6/2016,DDD,DDD,4.75
17/6/2016,DDD,DDD,5.26
20/6/2016,DDD,DDD,5.1
21/6/2016,DDD,DDD,5.45
22/6/2016,DDD,DDD,5.02
23/6/2016,DDD,DDD,5.21
24/6/2016,DDD,DDD,4.88
27/6/2016,DDD,DDD,4.72
28/6/2016,DDD,DDD,5.12
29/6/2016,DDD,DDD,5.13
30/6/2016,DDD,DDD,5.14
1/7/2016,DDD,DDD,5.07
5/7/2016,DDD,DDD,4.96
6/7/2016,DDD,DDD,5.04
7/7/2016,DDD,DDD,5.02
8/7/2016,DDD,DDD,5.1
11/7/2016,DDD,DDD,5.01
12/7/2016,DDD,DDD,5.14
13/7/2016,DDD,DDD,5.09
14/7/2016,DDD,DDD,5.17
15/7/2016,DDD,DDD,5.14
18/7/2016,DDD,DDD,5.51
19/7/2016,DDD,DDD,5.41
20/7/2016,DDD,DDD,5.41
21/7/2016,DDD,DDD,5.22
22/7/2016,DDD,DDD,5.84
25/7/2016,DDD,DDD,6.7
26/7/2016,DDD,DDD,6.98
27/7/2016,DDD,DDD,6.85
28/7/2016,DDD,DDD,6.82
29/7/2016,DDD,DDD,6.86
1/8/2016,DDD,DDD,6.64
2/8/2016,DDD,DDD,6.26
3/8/2016,DDD,DDD,6.3
4/8/2016,DDD,DDD,6.47
5/8/2016,DDD,DDD,6.61
8/8/2016,DDD,DDD,6.68
9/8/2016,DDD,DDD,6.6
10/8/2016,DDD,DDD,6.49
11/8/2016,DDD,DDD,6.58
12/8/2016,DDD,DDD,6.73
15/8/2016,DDD,DDD,6.95
16/8/2016,DDD,DDD,6.78
17/8/2016,DDD,DDD,6.68
18/8/2016,DDD,DDD,7.04
19/8/2016,DDD,DDD,7.62
22/8/2016,DDD,DDD,7.58
23/8/2016,DDD,DDD,7.67
24/8/2016,DDD,DDD,7.43
25/8/2016,DDD,DDD,7.47
26/8/2016,DDD,DDD,7.67
29/8/2016,DDD,DDD,7.59
30/8/2016,DDD,DDD,7.49
31/8/2016,DDD,DDD,7.4
1/9/2016,DDD,DDD,7.35
2/9/2016,DDD,DDD,7.51
6/9/2016,DDD,DDD,7.34
7/9/2016,DDD,DDD,6.84
8/9/2016,DDD,DDD,6.23
9/9/2016,DDD,DDD,5.9
12/9/2016,DDD,DDD,5.94
13/9/2016,DDD,DDD,5.74
14/9/2016,DDD,DDD,6.04
15/9/2016,DDD,DDD,6.02
16/9/2016,DDD,DDD,6.05
19/9/2016,DDD,DDD,6.16
20/9/2016,DDD,DDD,6.17
21/9/2016,DDD,DDD,6.29
22/9/2016,DDD,DDD,6.37
23/9/2016,DDD,DDD,6.55
26/9/2016,DDD,DDD,6.32
27/9/2016,DDD,DDD,6.54
28/9/2016,DDD,DDD,6.59
29/9/2016,DDD,DDD,6.67
30/9/2016,DDD,DDD,6.91
3/10/2016,DDD,DDD,6.95
4/10/2016,DDD,DDD,6.97
5/10/2016,DDD,DDD,6.78
6/10/2016,DDD,DDD,6.96
7/10/2016,DDD,DDD,6.75
10/10/2016,DDD,DDD,6.84
11/10/2016,DDD,DDD,6.5
12/10/2016,DDD,DDD,6.62
13/10/2016,DDD,DDD,6.49
14/10/2016,DDD,DDD,6.75
17/10/2016,DDD,DDD,6.67
18/10/2016,DDD,DDD,6.73
19/10/2016,DDD,DDD,6.77
20/10/2016,DDD,DDD,6.96
21/10/2016,DDD,DDD,6.52
24/10/2016,DDD,DDD,7.01
25/10/2016,DDD,DDD,7.5
26/10/2016,DDD,DDD,7.29
27/10/2016,DDD,DDD,7.11
28/10/2016,DDD,DDD,7.2
31/10/2016,DDD,DDD,7.23
1/11/2016,DDD,DDD,7.09
2/11/2016,DDD,DDD,6.76
3/11/2016,DDD,DDD,6.7
4/11/2016,DDD,DDD,6.56
7/11/2016,DDD,DDD,6.96
8/11/2016,DDD,DDD,7
9/11/2016,DDD,DDD,6.94
10/11/2016,DDD,DDD,6.3
11/11/2016,DDD,DDD,6.69
14/11/2016,DDD,DDD,6.79
15/11/2016,DDD,DDD,6.97
16/11/2016,DDD,DDD,7.67
17/11/2016,DDD,DDD,8.46
18/11/2016,DDD,DDD,8.71
21/11/2016,DDD,DDD,8.94
22/11/2016,DDD,DDD,8.69
23/11/2016,DDD,DDD,8.8
25/11/2016,DDD,DDD,8.77
28/11/2016,DDD,DDD,8.83
29/11/2016,DDD,DDD,8.93
30/11/2016,DDD,DDD,8.91
1/12/2016,DDD,DDD,8.39
2/12/2016,DDD,DDD,8.53
5/12/2016,DDD,DDD,8.68
6/12/2016,DDD,DDD,9.45
7/12/2016,DDD,DDD,9.56
8/12/2016,DDD,DDD,10.34
9/12/2016,DDD,DDD,10.34
12/12/2016,DDD,DDD,10.68
13/12/2016,DDD,DDD,10.54
14/12/2016,DDD,DDD,10.55
15/12/2016,DDD,DDD,10.86
16/12/2016,DDD,DDD,10.66
19/12/2016,DDD,DDD,10.95
20/12/2016,DDD,DDD,11.51
21/12/2016,DDD,DDD,11.47
22/12/2016,DDD,DDD,11.6
23/12/2016,DDD,DDD,11.58
27/12/2016,DDD,DDD,12.07
28/12/2016,DDD,DDD,11.55
29/12/2016,DDD,DDD,11.59
30/12/2016,DDD,DDD,11.34
3/1/2017,DDD,DDD,11.43
4/1/2017,DDD,DDD,11.43
5/1/2017,DDD,DDD,11.24
6/1/2017,DDD,DDD,11.32
9/1/2017,DDD,DDD,11.49
10/1/2017,DDD,DDD,11.44
11/1/2017,DDD,DDD,11.2
12/1/2017,DDD,DDD,10.76
13/1/2017,DDD,DDD,10.58
17/1/2017,DDD,DDD,9.82
18/1/2017,DDD,DDD,9.88
19/1/2017,DDD,DDD,9.77
20/1/2017,DDD,DDD,9.75
23/1/2017,DDD,DDD,9.91
24/1/2017,DDD,DDD,10.44
25/1/2017,DDD,DDD,10.35
26/1/2017,DDD,DDD,10.52
27/1/2017,DDD,DDD,10.67
30/1/2017,DDD,DDD,10.61
31/1/2017,DDD,DDD,10.37
1/2/2017,DDD,DDD,12.06
2/2/2017,DDD,DDD,12.28
3/2/2017,DDD,DDD,12.24
6/2/2017,DDD,DDD,13.63
7/2/2017,DDD,DDD,13.29
8/2/2017,DDD,DDD,13.56
9/2/2017,DDD,DDD,13.42
10/2/2017,DDD,DDD,13.58
13/2/2017,DDD,DDD,13.49
14/2/2017,DDD,DDD,13.26
15/2/2017,DDD,DDD,13.3
16/2/2017,DDD,DDD,12.97
17/2/2017,DDD,DDD,13.13
21/2/2017,DDD,DDD,14
22/2/2017,DDD,DDD,14.28
23/2/2017,DDD,DDD,14.32
24/2/2017,DDD,DDD,14.12
27/2/2017,DDD,DDD,15.2
28/2/2017,DDD,DDD,14.46
1/3/2017,DDD,DDD,14.96
2/3/2017,DDD,DDD,13.9
3/3/2017,DDD,DDD,13.03
6/3/2017,DDD,DDD,13.04
7/3/2017,DDD,DDD,13.05
8/3/2017,DDD,DDD,13.22
9/3/2017,DDD,DDD,13.33
10/3/2017,DDD,DDD,13.91
13/3/2017,DDD,DDD,14.28
14/3/2017,DDD,DDD,14.1
15/3/2017,DDD,DDD,13.98
16/3/2017,DDD,DDD,13.65
17/3/2017,DDD,DDD,13.49
20/3/2017,DDD,DDD,14.4
21/3/2017,DDD,DDD,13.82
